0,6.2473623e-07,3.100021e-05,9.089515e-08,0.9999399,4.036038e-06,2.1205853e-05,6.931881e-08,3.1348457e-06,1.8313285e-09,1.950592e-09,6.0749517e-10
1,1.383894e-06,1.1485045e-06,3.1742481e-06,1.4898295e-07,3.2206056e-08,0.9999931,2.3221445e-07,2.9331378e-07,1.752912e-07,2.477442e-07,5.1040093e-08
2,2.8539622e-08,9.337017e-07,3.0038777e-07,4.785321e-06,0.99999106,5.9201017e-07,3.675634e-08,1.0867766e-08,5.254757e-07,2.0986771e-07,1.4205649e-06
3,0.9999784,1.02287466e-07,1.0706123e-08,8.677163e-09,2.2093346e-08,3.4595867e-06,9.734069e-08,6.883622e-06,1.6921739e-07,1.0710838e-05,1.491266e-07
4,2.3592866e-08,1.1329188e-11,2.0203359e-07,3.8694877e-11,3.244644e-10,6.8753836e-11,4.2524107e-08,3.36578e-09,2.3173263e-06,0.9999974,7.30899e-10
5,4.734664e-09,2.1113432e-05,0.99997234,9.453849e-09,1.4692296e-07,3.3090282e-07,4.4545487e-08,7.075092e-07,1.1826502e-06,2.3639268e-07,3.9215884e-06
6,1.2452584e-07,9.103865e-09,9.907641e-07,4.4961515e-10,2.8663584e-07,1.8396531e-07,1.3701789e-07,1.2898471e-06,0.9999844,1.2627665e-05,6.949148e-08
7,1.1008494e-06,8.019115e-05,0.997174,9.984371e-06,1.4184185e-05,1.0944698e-05,8.092088e-07,1.8036135e-05,1.8459721e-06,2.9555109e-05,0.002659332
8,8.054533e-09,1.6509007e-07,1.2622423e-08,1.0436457e-07,0.9999989,1.6771496e-07,1.7886915e-08,1.51558e-09,4.6335282e-07,4.125868e-09,8.405945e-08
9,0.99999285,3.0268316e-10,1.5276054e-10,2.3150017e-09,2.2503557e-09,8.907139e-07,9.450059e-09,5.4571638e-06,8.683944e-09,4.881811e-08,7.2321706e-07
10,2.230066e-08,3.8394515e-07,1.0297192e-06,4.4821413e-06,0.9999914,5.537226e-07,1.0683462e-07,3.4442447e-08,1.40515e-06,7.166055e-08,5.214448e-07
11,5.399269e-07,6.477007e-08,3.6678298e-07,0.99993443,4.4453987e-05,1.0649393e-06,4.4058137e-07,1.4031008e-05,6.365553e-09,1.2244634e-07,4.366209e-06
