0,6.3683143e-12,5.1297498e-08,1.9517618e-07,0.9999901,1.9965637e-06,2.8581664e-07,3.731949e-11,7.4109785e-06,1.9525586e-09,5.2954128e-08,4.873803e-09
1,2.9839157e-07,4.3944895e-10,1.5249241e-10,1.6399038e-06,3.435214e-12,0.9999926,1.9054978e-11,5.3225535e-06,1.1583862e-12,1.1817817e-07,1.3142282e-10
2,6.7536086e-13,8.501536e-08,4.0804743e-08,1.0467324e-07,0.99999976,9.59454e-11,1.1668871e-13,4.620622e-14,3.964761e-10,1.4539046e-10,2.4041932e-11
3,0.99999976,3.7685547e-13,3.7248144e-16,9.6226245e-17,1.2489232e-16,2.6758363e-08,1.3971406e-13,1.7764048e-09,6.944042e-17,1.9579723e-07,4.2002043e-14
4,2.0731623e-10,1.2878244e-19,1.4010109e-12,1.9793948e-18,3.2214872e-20,2.6296487e-15,1.8456714e-14,5.2285476e-10,8.2641526e-11,1.0,1.0608849e-18
5,7.600726e-11,9.647693e-05,0.99990237,6.4369294e-13,1.4836508e-08,2.0105617e-10,6.023026e-10,3.8505657e-12,1.987754e-08,1.056768e-06,1.3722594e-07
6,6.08468e-16,3.66843e-13,1.2755491e-13,9.123979e-17,2.6441463e-13,3.3300706e-11,3.1232697e-10,5.587687e-12,1.0,5.6872596e-10,1.3525751e-10
7,1.9140606e-08,1.2439082e-05,0.99995804,2.0182824e-09,3.3547057e-10,1.7900358e-07,6.3875225e-09,4.2088737e-07,3.2042726e-09,2.1769916e-05,7.2041953e-06
8,8.216473e-13,1.1003842e-07,5.2024092e-12,5.801377e-10,0.9999999,1.5600464e-11,4.709723e-15,2.2640714e-16,4.426522e-10,7.530938e-12,2.7301937e-13
9,0.99999714,2.308389e-13,1.35155745e-14,1.5406359e-14,2.0374337e-13,2.8592294e-06,4.7194672e-11,2.2555318e-08,1.613919e-15,1.4206173e-09,2.2359478e-12
10,1.539448e-13,4.332522e-08,3.1381853e-10,2.35836e-07,0.99999976,2.2996346e-11,7.166366e-14,7.527637e-15,5.7810523e-10,3.7951604e-11,4.687245e-12
